"pers_id","cntry","NUTS1","NUTS2","NUTS3","gender","age","educ","inc_dec","migbck","rur","rur_cont","plid","urid","rurid","lr","immi","resbio","res","thermo.in","thermo.out","int.in","open.in","hon.in","self.in","hypo.in","int.out","open.out","hon.out","self.out","hypo.out","eco","rep1","rep2","cult1","cult2","AP_Wag","galtan19","galtan23","family23","reg_unemp","pop_delta","popdens_n3","EQI"
4086,"IT","ITI","ITI4","ITI44","male",29,"Low",1,"No","rural","Rather rural",7,7,7,5,6,"A town or small city","A town or small city",65,67,4,3,4,3,3,4,3,4,3,3,3,3,4,4,4,16.5456943039571,3.73684215545654,2.85714,"no family",7.2,1,254.1,-1.068
4087,"IT","ITC","ITC1","ITC11","female",59,"Low",8,"No","urban","Very urban",5,6,6,5,1,"A big city","A big city",91,25,3,4,3,2,2,3,2,3,3,3,4,4,2,4,4,24.1569865670369,3.73684215545654,2.85714,"no family",6.2,-1.2,328,-0.28
4088,"IT","ITF","ITF3","ITF31","male",72,"Low",9,"Yes","urban","Very urban",8,10,3,5,0,"A big city","A town or small city",50,50,4,4,3,3,3,4,3,3,3,3,3,3,3,2,2,15,3.73684215545654,2.85714,"no family",17.4,-2.6,344.2,-1.215
4089,"IT","ITF","ITF4","ITF44","male",84,"Low",NA,"No","urban","Very urban",8,6,9,5,2,"A big city","A big city",11,18,3,3,3,4,4,3,2,4,3,3,2,3,1,3,3,28.9129728668638,3.73684215545654,2.85714,"no family",11.6,-3.9,206.8,-1.266
4090,"IT","ITI","ITI1","ITI18","male",66,"Low",1,"No","rural","Very rural",8,2,9,2,8,"A town or small city","A farm or home in the countryside",81,20,5,2,4,2,2,4,3,2,5,4,3,5,5,5,5,31.9530906173409,3.73684215545654,2.85714,"no family",5.3,-0.3,105.1,-0.514
4091,"IT","ITI","ITI4","ITI43","male",65,"Low",7,"No","urban","Rather urban",5,8,8,1,7,"A big city","The suburbs or outskirts of a big city",50,50,1,3,3,2,2,1,3,3,2,2,3,2,4,2,1,24.1265414015354,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4092,"IT","ITI","ITI4","ITI44","male",43,"Low",9,"No","urban","Very urban",7,7,8,5,5,"A town or small city","A town or small city",47,56,3,3,3,4,4,3,3,3,2,2,3,2,4,2,2,16.9469761314519,3.73684215545654,2.85714,"no family",7.2,1,254.1,-1.068
4093,"IT","ITF","ITF3","ITF33","female",32,"High",10,"No","urban","Very urban",10,10,7,2,9,"A big city","A big city",79,70,4,4,4,2,2,4,3,4,3,3,4,4,4,4,4,25.4615396235184,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4094,"IT","ITF","ITF2","ITF22","female",29,"Low",10,"No","urban","Rather urban",7,8,4,5,6,"A town or small city","A town or small city",70,70,4,4,4,3,3,3,3,4,2,2,2,2,2,2,2,11.2022319204701,3.73684215545654,2.85714,"no family",9.6,-5.2,73.9,-1.938
4095,"IT","ITF","ITF1","ITF14","female",61,"High",6,"No","urban","Rather urban",9,6,7,2,6,"A town or small city","A town or small city",59,71,3,3,3,4,4,3,4,4,2,2,4,3,2,3,4,29.2294372166144,3.73684215545654,2.85714,"no family",8.1,-2.6,145.3,-0.903
4096,"IT","ITC","ITC4","ITC41","female",35,"Low",8,"Yes","rural","Rather rural",7,6,8,3,7,"A town or small city","A town or small city",51,45,4,3,4,2,2,3,4,3,3,3,3,3,4,3,4,10.679419459877,3.73684215545654,2.85714,"no family",4,3.4,813.3,-0.225
4097,"IT","ITC","ITC3","ITC34","female",49,"Low",NA,"No","urban","Rather urban",9,8,9,5,7,"A big city","A town or small city",51,50,3,4,3,3,3,3,2,3,3,3,3,2,3,3,3,9.20054346220918,3.73684215545654,2.85714,"no family",6.1,-1.1,246.8,0.081
4098,"IT","ITF","ITF3","ITF33","male",62,"Low",1,"No","urban","Rather urban",5,8,9,6,5,"A big city","A town or small city",49,65,3,4,3,4,4,4,3,4,3,3,4,3,3,3,4,14.1,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4099,"IT","ITH","ITH5","ITH58","male",31,"Low",6,"No","urban","Rather urban",10,6,6,4,7,"A town or small city","A town or small city",79,74,3,4,3,4,3,3,2,4,3,3,2,1,2,4,2,23.4,3.73684215545654,2.85714,"no family",5,2.8,165.8,-1.102
4100,"IT","ITF","ITF6","ITF62","male",47,"Low",3,"Yes","urban","Very urban",6,8,6,5,6,"A town or small city","A town or small city",80,80,3,4,3,4,4,4,4,4,3,3,1,1,1,1,1,18,3.73684215545654,2.85714,"no family",15.9,-4.8,96,-1.278
4101,"IT","ITG","ITG1","ITG13","female",28,"Low",5,"No","urban","Rather urban",8,6,8,5,8,"A country village","A town or small city",63,74,4,4,3,3,3,4,3,3,2,3,3,3,2,1,1,26.4582690287933,3.73684215545654,2.85714,"no family",15.8,-4,186.8,-2.059
4102,"IT","ITF","ITF4","ITF48","female",46,"Low",2,"No","urban","Rather urban",10,7,6,6,2,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",100,50,3,4,4,5,5,5,3,4,4,4,4,3,4,4,4,29.0766229125736,3.73684215545654,2.85714,"no family",11.6,-3.9,256.8,-1.266
4103,"IT","ITI","ITI4","ITI43","male",20,"Low",NA,"No","urban","Rather urban",10,9,4,6,8,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",85,82,4,2,2,4,4,2,2,4,2,2,2,2,2,3,3,14.4294837052474,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4104,"IT","ITC","ITC4","ITC4C","male",59,"Low",NA,"No","urban","Very urban",10,10,3,7,2,"A big city","A big city",38,23,3,4,3,3,2,3,2,4,3,3,4,3,3,3,4,24.4640552648166,3.73684215545654,2.85714,"no family",4,3.4,2085.6,-0.225
4105,"IT","ITG","ITG1","ITG12","female",61,"High",2,"No","urban","Rather urban",10,7,7,1,0,"A big city","A big city",57,57,3,4,2,3,3,3,4,2,3,3,2,2,2,2,2,31.0594591066876,3.73684215545654,2.85714,"no family",15.8,-4,244,-2.059
4106,"IT","ITG","ITG1","ITG17","female",32,"Low",2,"No","urban","Very urban",3,8,6,5,8,"A country village","The suburbs or outskirts of a big city",63,74,4,4,2,4,4,4,2,4,2,2,3,2,3,4,2,12.6348723776697,3.73684215545654,2.85714,"no family",15.8,-4,301.2,-2.059
4107,"IT","ITI","ITI1","ITI16","male",43,"Low",6,"No","urban","Rather urban",6,4,8,5,6,"The suburbs or outskirts of a big city","A town or small city",60,70,2,4,2,4,4,4,4,2,4,2,2,4,2,2,2,12.2081939696255,3.73684215545654,2.85714,"no family",5.3,-0.3,274.4,-0.514
4108,"IT","ITC","ITC3","ITC33","male",61,"Low",6,"No","urban","Very urban",9,6,4,1,4,"A big city","A big city",55,60,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,24.0831891575846,3.73684215545654,2.85714,"no family",6.1,-1.1,450.5,0.081
4109,"IT","ITG","ITG2","ITG2F","male",45,"Low",NA,"No","urban","Rather urban",10,6,7,5,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,4,3,3,3,3,3,3,3,3,2,2,2,3,2,23.1698079405074,3.73684215545654,2.85714,"no family",10.1,-5.9,NA,-0.225
4110,"IT","ITG","ITG1","ITG12","female",64,"Low",2,"No","urban","Rather urban",9,6,7,2,6,"A country village","A country village",44,60,4,4,3,4,3,4,4,3,2,3,1,1,1,1,1,33.5411687333641,3.73684215545654,2.85714,"no family",15.8,-4,244,-2.059
4111,"IT","ITF","ITF4","ITF45","male",50,"Low",9,"No","urban","Rather urban",7,6,6,5,5,"A town or small city","A town or small city",61,71,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,18.0499307477896,3.73684215545654,2.85714,"no family",11.6,-3.9,279.9,-1.266
4112,"IT","ITI","ITI3","ITI32","male",58,"Low",8,"No","urban","Rather urban",10,6,7,3,5,"A town or small city","A town or small city",50,56,3,3,3,4,4,4,4,3,3,3,4,2,5,4,2,25.3671046830339,3.73684215545654,2.85714,"no family",5.2,-1.9,237.7,-0.152
4113,"IT","ITF","ITF3","ITF31","female",28,"High",2,"No","urban","Rather urban",10,8,8,7,4,"A town or small city","A town or small city",59,40,4,4,3,4,4,4,4,3,4,4,2,4,3,4,4,13.7291660343955,3.73684215545654,2.85714,"no family",17.4,-2.6,344.2,-1.215
4114,"IT","ITF","ITF1","ITF12","female",47,"Low",NA,"No","rural","Rather rural",10,9,8,3,7,"A country village","A country village",100,75,4,3,5,3,2,4,4,5,3,1,3,4,4,3,2,17.994721448247,3.73684215545654,2.85714,"no family",8.1,-2.6,154.9,-0.903
4115,"IT","ITC","ITC4","ITC4C","male",24,"Low",5,"No","urban","Rather urban",7,6,6,2,8,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",46,47,4,4,2,4,4,3,3,4,2,3,3,2,3,3,2,16.2569984929568,3.73684215545654,2.85714,"no family",4,3.4,2085.6,-0.225
4116,"IT","ITC","ITC4","ITC48","male",56,"Low",3,"No","urban","Rather urban",9,6,5,5,5,"A town or small city","A town or small city",52,50,4,4,3,3,3,3,3,4,3,3,3,2,3,2,3,11.9670380629461,3.73684215545654,2.85714,"no family",4,3.4,184.5,-0.225
4117,"IT","ITG","ITG1","ITG17","male",71,"Low",4,"No","urban","Very urban",8,5,5,5,6,"A big city","A big city",60,69,4,3,3,4,4,4,3,3,2,3,3,1,3,4,4,27.9179153949574,3.73684215545654,2.85714,"no family",15.8,-4,301.2,-2.059
4118,"IT","ITF","ITF3","ITF35","female",34,"High",2,"Yes","rural","Rather rural",6,8,7,5,3,"A country village","A country village",73,89,2,1,4,2,2,4,4,3,4,3,3,4,4,4,4,9.3,3.73684215545654,2.85714,"no family",17.4,-2.6,216.9,-1.215
4119,"IT","ITF","ITF4","ITF47","male",27,"Low",1,"No","rural","Very rural",4,7,5,2,5,"A country village","A big city",40,70,3,1,2,3,1,5,5,2,4,1,1,5,5,5,3,24.5120378589786,3.73684215545654,2.85714,"no family",11.6,-3.9,318.5,-1.266
4120,"IT","ITF","ITF4","ITF47","female",18,"High",NA,"No","urban","Rather urban",10,4,8,5,6,"A town or small city","A town or small city",50,60,3,3,3,2,2,3,2,3,2,2,2,3,3,3,3,4.45084261685358,3.73684215545654,2.85714,"no family",11.6,-3.9,318.5,-1.266
4121,"IT","ITG","ITG1","ITG13","male",33,"Low",NA,"No","urban","Rather urban",7,7,5,4,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",67,59,4,4,3,3,4,2,1,4,3,3,4,4,4,4,4,18.2855133917536,3.73684215545654,2.85714,"no family",15.8,-4,186.8,-2.059
4122,"IT","ITF","ITF1","ITF11","female",49,"Low",1,"No","rural","Rather rural",4,3,8,5,3,"A country village","A farm or home in the countryside",72,58,4,3,3,2,3,4,4,3,4,3,4,5,4,2,4,13.6323145503616,3.73684215545654,2.85714,"no family",8.1,-2.6,58.2,-0.903
4123,"IT","ITF","ITF4","ITF47","male",49,"Low",9,"No","urban","Rather urban",8,8,9,4,4,"A town or small city","A town or small city",61,70,4,4,2,4,3,3,3,4,2,3,2,1,3,4,2,26.4983018323816,3.73684215545654,2.85714,"no family",11.6,-3.9,318.5,-1.266
4124,"IT","ITI","ITI1","ITI13","male",60,"Low",2,"No","rural","Rather rural",6,7,7,10,7,"A big city","A town or small city",80,37,4,4,4,3,3,4,4,4,2,2,4,4,5,4,4,33.5475781540188,3.73684215545654,2.85714,"no family",5.3,-0.3,304.4,-0.514
4125,"IT","ITI","ITI4","ITI43","female",58,"Low",9,"Yes","urban","Very urban",5,5,5,5,0,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",33,38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17.0938585462733,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4126,"IT","ITG","ITG1","ITG15","male",48,"Low",3,"No","urban","Rather urban",8,5,6,5,1,"A town or small city","A town or small city",79,70,4,5,1,5,5,5,2,4,2,2,2,2,3,2,2,28.637213551601,3.73684215545654,2.85714,"no family",15.8,-4,119.6,-2.059
4127,"IT","ITG","ITG1","ITG19","female",52,"Low",2,"No","urban","Rather urban",5,8,5,5,5,"A big city","A town or small city",63,40,4,4,3,3,3,3,2,3,3,4,3,4,4,3,3,10.3870111196629,3.73684215545654,2.85714,"no family",15.8,-4,184.8,-2.059
4128,"IT","ITC","ITC1","ITC11","male",50,"Low",3,"No","rural","Rather rural",6,9,6,5,9,"A big city","A country village",50,50,5,3,5,5,2,3,5,2,5,5,4,4,4,5,3,2.28910462845192,3.73684215545654,2.85714,"no family",6.2,-1.2,328,-0.28
4129,"IT","ITI","ITI3","ITI32","female",67,"Low",4,"No","rural","Rather rural",10,7,9,5,1,"A country village","A country village",70,48,3,3,4,2,2,4,4,2,4,4,4,4,4,4,2,18.5105375394665,3.73684215545654,2.85714,"no family",5.2,-1.9,237.7,-0.152
4130,"IT","ITC","ITC1","ITC11","female",45,"Low",2,"Yes","rural","Rather rural",0,8,2,5,6,"A big city","A country village",10,40,3,2,3,4,4,3,4,3,4,4,2,4,4,2,4,9.88382517044894,3.73684215545654,2.85714,"no family",6.2,-1.2,328,-0.28
4131,"IT","ITF","ITF3","ITF32","female",65,"Low",1,"No","rural","Rather rural",10,4,7,5,5,"A big city","A country village",60,40,4,2,4,5,4,4,3,3,4,4,5,4,4,3,4,22.7026430179396,3.73684215545654,2.85714,"no family",17.4,-2.6,129.8,-1.215
4132,"IT","ITI","ITI4","ITI43","male",66,"Low",5,"No","rural","Very rural",9,8,8,6,6,"The suburbs or outskirts of a big city","A farm or home in the countryside",64,52,4,4,5,1,1,4,4,4,2,2,2,3,4,3,4,16.9955876626847,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4133,"IT","ITI","ITI4","ITI43","female",25,"High",5,"No","urban","Very urban",10,10,1,5,7,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",70,70,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,20.5146289266952,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4134,"IT","ITG","ITG2","ITG2D","female",64,"High",9,"No","rural","Very rural",1,9,4,5,5,"A big city","A country village",76,33,4,1,3,3,4,3,4,3,5,5,4,1,3,4,4,22.6795061674632,3.73684215545654,2.85714,"no family",10.1,-5.9,NA,-0.225
4135,"IT","ITH","ITH3","ITH36","female",22,"Low",5,"No","rural","Rather rural",8,5,7,5,6,"A country village","A country village",67,66,4,3,4,3,3,4,3,4,3,3,2,2,2,2,2,14.6955775660571,3.73684215545654,2.85714,"no family",4.2,0.4,443.9,-0.403
4136,"IT","ITF","ITF3","ITF33","male",60,"Low",3,"No","urban","Very urban",9,3,5,3,5,"A big city","The suburbs or outskirts of a big city",25,60,3,3,2,4,4,3,2,4,3,3,3,3,3,3,4,25.6756694167844,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4137,"IT","ITF","ITF3","ITF31","female",66,"Low",9,"No","urban","Rather urban",8,8,7,4,3,"A big city","The suburbs or outskirts of a big city",80,70,3,4,2,3,3,3,3,2,2,4,3,4,3,3,3,30,3.73684215545654,2.85714,"no family",17.4,-2.6,344.2,-1.215
4138,"IT","ITF","ITF3","ITF33","female",43,"Low",NA,"No","urban","Rather urban",9,5,3,4,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32.0156211871642,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4139,"IT","ITC","ITC4","ITC4C","female",29,"High",7,"No","urban","Very urban",1,7,7,4,6,"A town or small city","A big city",74,85,4,4,3,3,3,4,3,4,3,3,2,2,2,3,2,23.8874444007726,3.73684215545654,2.85714,"no family",4,3.4,2085.6,-0.225
4140,"IT","ITC","ITC4","ITC48","male",61,"Low",10,"No","rural","Rather rural",8,4,8,1,9,"A big city","A country village",68,35,4,4,4,2,2,3,2,2,2,3,4,4,4,5,3,10.4307238483242,3.73684215545654,2.85714,"no family",4,3.4,184.5,-0.225
4141,"IT","ITF","ITF3","ITF35","male",72,"Low",3,"No","urban","Rather urban",7,7,6,2,6,"A town or small city","A town or small city",70,83,3,4,3,4,4,3,3,3,3,3,2,2,2,3,4,22.9050212835527,3.73684215545654,2.85714,"no family",17.4,-2.6,216.9,-1.215
4142,"IT","ITC","ITC1","ITC11","male",51,"Low",10,"No","rural","Rather rural",10,6,6,3,5,"A country village","A country village",100,74,4,3,3,3,3,2,4,2,4,5,4,4,3,3,3,34.6848670171878,3.73684215545654,2.85714,"no family",6.2,-1.2,328,-0.28
4143,"IT","ITF","ITF6","ITF64","female",30,"Low",1,"No","rural","Very rural",6,5,7,5,5,"A country village","A country village",51,53,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,18.6571702034365,3.73684215545654,2.85714,"no family",15.9,-4.8,133.9,-1.278
4144,"IT","ITG","ITG1","ITG12","female",34,"Low",NA,"No","urban","Rather urban",4,6,6,6,4,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",50,70,2,4,3,3,4,4,4,3,3,3,3,3,2,2,1,23.7842384784546,3.73684215545654,2.85714,"no family",15.8,-4,244,-2.059
4145,"IT","ITI","ITI4","ITI45","female",40,"Low",1,"No","urban","Rather urban",6,3,6,4,0,"A town or small city","A town or small city",44,57,3,2,3,4,4,3,2,3,4,4,3,3,3,2,3,16.2668374307977,3.73684215545654,2.85714,"no family",7.2,1,146.5,-1.068
4146,"IT","ITG","ITG1","ITG17","female",62,"Low",3,"No","urban","Very urban",10,6,10,5,3,"A country village","A town or small city",41,70,4,4,3,4,4,4,4,4,3,3,3,2,4,4,3,19.2468179188145,3.73684215545654,2.85714,"no family",15.8,-4,301.2,-2.059
4147,"IT","ITF","ITF6","ITF61","female",52,"Low",NA,"Yes","rural","Rather rural",6,7,6,5,5,"A country village","The suburbs or outskirts of a big city",66,70,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,6.01996677731696,3.73684215545654,2.85714,"no family",15.9,-4.8,102.3,-1.278
4148,"IT","ITI","ITI1","ITI1A","female",61,"Low",8,"No","urban","Rather urban",10,5,5,0,5,"A town or small city","A town or small city",49,57,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,18.2989070711887,3.73684215545654,2.85714,"no family",5.3,-0.3,49.3,-0.514
4149,"IT","ITH","ITH3","ITH33","male",67,"Low",2,"Yes","urban","Rather urban",8,1,9,5,7,"A big city","The suburbs or outskirts of a big city",74,55,4,5,4,3,3,2,4,4,3,4,1,5,1,1,1,17.3968387932981,3.73684215545654,2.85714,"no family",4.2,0.4,55,-0.403
4150,"IT","ITF","ITF4","ITF44","female",21,"Low",2,"No","rural","Rather rural",5,5,5,5,5,"A town or small city","A town or small city",51,52,4,3,3,3,3,4,4,3,3,3,3,3,3,4,4,2.5475478405714,3.73684215545654,2.85714,"no family",11.6,-3.9,206.8,-1.266
4151,"IT","ITG","ITG1","ITG12","female",20,"Low",NA,"No","urban","Very urban",10,8,7,5,7,"A big city","A big city",75,67,3,3,3,4,4,3,2,3,3,3,3,3,3,4,3,4.22492603485552,3.73684215545654,2.85714,"no family",15.8,-4,244,-2.059
4152,"IT","ITF","ITF4","ITF43","male",76,"Low",5,"No","urban","Very urban",10,8,5,2,7,"A big city","A big city",61,60,4,3,3,4,3,4,3,3,3,3,3,2,3,2,4,28.4633097161943,3.73684215545654,2.85714,"no family",11.6,-3.9,230.3,-1.266
4153,"IT","ITI","ITI1","ITI11","female",30,"Low",NA,"No","rural","Rather rural",10,2,10,8,2,"A country village","A country village",50,50,4,2,3,3,3,3,5,3,3,3,3,4,4,4,4,21.0466149297221,3.73684215545654,2.85714,"no family",5.3,-0.3,165.3,-0.514
4154,"IT","ITC","ITC1","ITC11","female",32,"Low",6,"No","urban","Rather urban",9,10,2,5,5,"A country village","A town or small city",86,84,5,5,4,3,3,5,5,5,3,3,2,3,3,4,1,1.9,3.73684215545654,2.85714,"no family",6.2,-1.2,328,-0.28
4155,"IT","ITF","ITF4","ITF47","male",61,"Low",10,"No","rural","Rather rural",7,7,7,0,6,"A big city","A town or small city",70,69,3,2,3,4,3,3,4,2,3,3,2,2,2,2,4,16.636105313444,3.73684215545654,2.85714,"no family",11.6,-3.9,318.5,-1.266
4156,"IT","ITF","ITF3","ITF33","female",53,"Low",1,"No","urban","Rather urban",1,8,5,5,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",54,45,1,1,1,3,3,1,1,1,3,3,1,1,1,1,1,29.5738059775877,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4157,"IT","ITI","ITI4","ITI44","male",61,"Low",2,"No","rural","Rather rural",8,9,9,3,6,"A big city","A country village",50,59,4,3,3,4,4,4,4,3,4,4,1,1,1,1,1,29.6816441593117,3.73684215545654,2.85714,"no family",7.2,1,254.1,-1.068
4158,"IT","ITH","ITH5","ITH53","female",24,"High",6,"No","rural","Rather rural",8,2,9,5,6,"A country village","A country village",86,52,4,4,4,2,2,4,4,4,2,2,3,2,2,4,3,16.9103518591424,3.73684215545654,2.85714,"no family",5,2.8,231.5,-1.102
4159,"IT","ITI","ITI4","ITI43","male",44,"Low",NA,"No","urban","Very urban",10,9,7,4,5,"A big city","A big city",69,81,3,4,3,4,3,3,5,4,3,3,3,2,4,3,2,30.6698549067321,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4160,"IT","ITF","ITF3","ITF31","male",23,"High",NA,"No","urban","Rather urban",2,4,5,2,3,"A country village","A town or small city",39,28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22.706827167176,3.73684215545654,2.85714,"no family",17.4,-2.6,344.2,-1.215
4161,"IT","ITC","ITC4","ITC41","male",48,"Low",8,"No","urban","Very urban",5,7,6,5,0,"A big city","The suburbs or outskirts of a big city",53,53,3,4,3,4,4,3,3,2,3,3,3,3,3,3,3,6.56962708226274,3.73684215545654,2.85714,"no family",4,3.4,813.3,-0.225
4162,"IT","ITC","ITC4","ITC4D","male",62,"Low",1,"No","urban","Rather urban",9,5,5,1,5,"A town or small city","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,29.4611608732582,3.73684215545654,2.85714,"no family",4,3.4,2153.8,-0.225
4163,"IT","ITI","ITI4","ITI43","female",59,"Low",10,"No","urban","Very urban",7,10,3,5,7,"A big city","A big city",99,80,3,4,3,3,3,3,2,3,3,3,3,1,2,3,3,31.9624780015568,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4164,"IT","ITG","ITG1","ITG17","male",55,"Low",NA,NA,"urban","Rather urban",10,6,6,5,5,"A big city","The suburbs or outskirts of a big city",50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3.73684215545654,2.85714,"no family",15.8,-4,301.2,-2.059
4165,"IT","ITF","ITF6","ITF61","female",28,"High",1,"No","urban","Rather urban",6,6,6,6,6,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",39,71,1,1,1,5,5,3,3,3,3,3,3,3,3,3,3,29.5006779583114,3.73684215545654,2.85714,"no family",15.9,-4.8,102.3,-1.278
4166,"IT","ITC","ITC4","ITC44","male",50,"Low",6,"No","urban","Rather urban",3,5,5,5,5,"A town or small city","A town or small city",52,51,3,3,2,4,4,3,3,4,3,2,1,2,3,4,5,11.0471715837132,3.73684215545654,2.85714,"no family",4,3.4,56.9,-0.225
4167,"IT","ITI","ITI4","ITI45","male",35,"Low",3,"No","urban","Rather urban",7,8,8,5,7,"A town or small city","A town or small city",50,76,4,3,4,3,3,3,4,4,3,2,3,3,3,3,3,5.2924474489597,3.73684215545654,2.85714,"no family",7.2,1,146.5,-1.068
4168,"IT","ITF","ITF6","ITF61","female",22,"Low",3,"No","urban","Rather urban",8,7,9,3,10,"A country village","A town or small city",50,50,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3.44093010681705,3.73684215545654,2.85714,"no family",15.9,-4.8,102.3,-1.278
4169,"IT","ITF","ITF3","ITF34","male",30,"Low",2,"No","urban","Rather urban",10,6,6,2,6,"A town or small city","A town or small city",52,51,4,4,3,3,3,4,4,3,3,3,1,1,1,3,1,25.6087875542752,3.73684215545654,2.85714,"no family",17.4,-2.6,145.3,-1.215
4170,"IT","ITF","ITF1","ITF14","male",55,"Low",10,"No","rural","Rather rural",10,9,6,5,6,"A town or small city","A town or small city",40,60,3,2,4,3,3,3,4,2,3,3,3,4,4,4,3,25.1318522994227,3.73684215545654,2.85714,"no family",8.1,-2.6,145.3,-0.903
4171,"IT","ITC","ITC4","ITC42","male",66,"Low",3,"No","urban","Rather urban",8,6,6,0,5,"A town or small city","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,29.8703866730915,3.73684215545654,2.85714,"no family",4,3.4,512.9,-0.225
4172,"IT","ITF","ITF4","ITF43","male",36,"High",9,"No","urban","Rather urban",6,5,5,5,1,"A town or small city","A town or small city",50,50,3,4,2,3,3,3,2,4,3,3,1,1,1,1,1,8.67698104181403,3.73684215545654,2.85714,"no family",11.6,-3.9,230.3,-1.266
4173,"IT","ITI","ITI4","ITI43","female",63,"Low",NA,"No","rural","Rather rural",10,9,10,5,1,"A country village","A country village",80,80,4,2,4,2,2,4,4,3,4,3,3,4,5,2,3,26.8745232515853,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4174,"IT","ITF","ITF4","ITF43","female",22,"Low",1,"No","urban","Very urban",9,10,7,4,5,"The suburbs or outskirts of a big city","The suburbs or outskirts of a big city",91,84,3,3,3,3,4,3,3,3,3,3,2,4,5,3,3,30.1405043089859,3.73684215545654,2.85714,"no family",11.6,-3.9,230.3,-1.266
4175,"IT","ITG","ITG1","ITG17","female",41,"Low",1,"No","rural","Very rural",6,6,6,5,6,"A country village","A country village",50,50,5,5,5,3,3,4,4,4,3,3,3,4,4,4,3,15,3.73684215545654,2.85714,"no family",15.8,-4,301.2,-2.059
4176,"IT","ITC","ITC3","ITC32","male",58,"Low",6,"No","urban","Rather urban",10,5,6,3,2,"A town or small city","A town or small city",40,80,3,4,3,4,3,4,2,4,2,2,4,2,2,3,2,27.9014336549217,3.73684215545654,2.85714,"no family",6.1,-1.1,175.3,0.081
4177,"IT","ITG","ITG1","ITG12","female",60,"Low",9,"No","urban","Rather urban",9,8,4,7,6,"A town or small city","A town or small city",54,55,3,4,3,3,1,3,3,3,3,2,2,1,3,2,2,15.9138304628395,3.73684215545654,2.85714,"no family",15.8,-4,244,-2.059
4178,"IT","ITF","ITF3","ITF33","male",54,"Low",10,"No","urban","Rather urban",9,6,7,5,0,"A town or small city","A town or small city",50,50,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,30,3.73684215545654,2.85714,"no family",17.4,-2.6,2564.4,-1.215
4179,"IT","ITI","ITI4","ITI43","male",46,"Low",NA,"No","urban","Rather urban",10,7,8,4,3,"A town or small city","A town or small city",56,47,4,3,4,3,4,4,3,4,3,4,4,3,4,3,4,7.13091859440283,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4180,"IT","ITI","ITI4","ITI43","male",59,"Low",6,"No","urban","Very urban",5,8,8,0,8,"A big city","The suburbs or outskirts of a big city",59,77,3,4,3,4,5,3,3,4,3,3,3,2,3,2,3,36.6236262541,3.73684215545654,2.85714,"no family",7.2,1,803.5,-1.068
4181,"IT","ITH","ITH3","ITH35","male",57,"Low",NA,"No","urban","Very urban",10,5,3,1,5,"A big city","A big city",51,57,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,25.0736913915762,3.73684215545654,2.85714,"no family",4.2,0.4,438.7,-0.403
