ResponseId,b1_pid3,b1_pid3_t,b1_pid7,benefits_wrong_deny,benefits_wrong_receive,benefits_wrong_apply,assign_abstract_fraud_orde,abstract_wrong_count,abstract_wrong_not_count,abstract_wrong_not_vote,abstract_frequency_count,abstract_frequency_not_cou,abstract_frequency_not_vot,assign_vignette,assign_vignette_support,assign_vignette_wording,wording_wrong_serious,vignette_uncounted,vignette_forgone,vignette_fraudulent,elections_mistake,fraud_democrat_loses,fraud_republican_loses,ballot_security,vote_secrecy,assign_vote_accuracy_order,mail_in_vote_accuracy,in_person_vote_accuracy,weight,Party,vignette_error,vignette_support,vignette_wording,vignette_dv,worse_mistake,vignette_interaction,own_party,error_hurt
2107,2,__NA__,7,1,1,1,1,6,7,7,20,20,20,1,2,2,2,7,,,2,2,1,4,9,2,3,2,0.787386944706177,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
2108,1,__NA__,1,7,7,7,2,7,7,7,0,0,0,1,3,2,2,7,,,1,4,4,1,2,1,1,1,0.956968206030803,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
2109,1,__NA__,1,7,7,7,1,3,7,7,0,10,5,3,2,1,1,,,7,1,3,3,2,4,2,1,1,0.237107753606122,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
2110,3,__NA__,5,5,7,5,2,7,5,7,10,0,0,1,1,1,1,5,,,2,3,2,3,4,2,3,2,0.355867054022844,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
2111,2,__NA__,6,7,7,7,1,7,7,7,5,10,5,2,3,1,1,,7,,1,4,4,3,4,2,1,2,0.385991295734421,Republican,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
2112,1,__NA__,2,5,6,6,1,6,6,6,0,0,1,2,2,2,2,,5,,1,4,4,2,4,2,1,1,0.255843309131441,Democrat,Forgone,Trump,serious,0.666666666666667,Uncounted,Forgone-Trump,0,0
2113,1,__NA__,2,7,5,7,2,7,7,7,0,1,5,1,3,1,1,7,,,1,4,4,2,3,1,1,1,1.15379235318707,Democrat,Uncounted,None,wrong,1,Uncounted,Uncounted-None,0,0
2114,3,__NA__,3,,7,7,1,5,5,5,25,10,1,3,2,2,2,,,7,1,1,1,5,5,1,4,3,0.355867054022844,Democrat,Fraudulent,Trump,serious,1,Uncounted,Fraudulent-Trump,0,1
2115,2,__NA__,7,7,7,6,1,6,6,6,0,0,0,1,2,1,1,6,,,2,2,2,2,3,2,1,1,0.537683806519996,Republican,Uncounted,Trump,wrong,0.833333333333333,Fraudulent,Uncounted-Trump,1,1
2116,1,__NA__,1,7,7,7,1,7,7,4,0,10,1,2,3,1,1,,5,,1,4,4,1,1,2,1,1,0.235199999285511,Democrat,Forgone,None,wrong,0.666666666666667,Uncounted,Forgone-None,0,0
2117,2,__NA__,6,7,7,7,2,7,7,7,20,40,5,3,1,2,2,,,7,2,3,1,5,3,1,4,2,0.659884206966468,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
2118,2,__NA__,6,4,7,4,2,7,7,7,25,50,25,2,2,2,2,,1,,2,1,4,3,5,2,1,1,0.239526106275305,Republican,Forgone,Trump,serious,0,Fraudulent,Forgone-Trump,1,1
2119,3,__NA__,3,6,7,4,2,7,7,7,0,0,0,3,1,2,2,,,7,2,4,4,2,2,2,1,1,0.365493129669646,Democrat,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,1,0
2120,2,__NA__,7,5,7,5,1,7,5,5,30,20,2,1,1,1,1,5,,,2,2,2,5,4,2,2,2,0.0469493772163672,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
2121,1,__NA__,1,6,6,6,2,6,6,6,0,100,50,3,1,1,1,,,5,1,1,4,3,9,1,2,2,1.9910973329589,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
2122,2,__NA__,7,7,7,5,1,7,7,7,10,10,1,1,1,1,1,7,,,2,4,4,3,5,1,2,1,0.4514191127672,Republican,Uncounted,Biden,wrong,1,Fraudulent,Uncounted-Biden,0,0
2123,4,Free market capitalist,5,4,7,4,2,7,7,7,99,50,0,3,1,2,2,,,7,2,2,1,5,3,1,4,2,0.652879093456836,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
2124,1,__NA__,1,7,7,7,2,6,6,6,0,0,0,2,1,2,2,,7,,1,4,4,1,2,1,1,1,0.335073724440875,Democrat,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,1,1
2125,1,__NA__,1,6,6,6,2,5,5,5,3,5,20,1,1,1,1,6,,,1,4,4,2,5,2,2,1,0.656220294509337,Democrat,Uncounted,Biden,wrong,0.833333333333333,Uncounted,Uncounted-Biden,1,1
2126,3,__NA__,3,7,7,7,2,5,7,7,0.01,0,1,1,1,2,2,7,,,2,4,4,1,4,1,1,1,0.335136648441867,Democrat,Uncounted,Biden,serious,1,Fraudulent,Uncounted-Biden,1,1
2127,1,__NA__,1,7,7,6,1,7,7,7,5,2,0,3,2,1,1,,,7,1,4,4,2,4,2,1,1,0.701011012183849,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
2128,1,__NA__,1,7,7,7,1,7,7,7,0,0,20,3,2,1,1,,,7,1,5,5,2,2,1,1,1,0.650940386606351,Democrat,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,0,1
2129,2,__NA__,7,6,7,6,2,3,4,5,5,3,2,3,3,2,2,,,2,2,3,3,3,4,1,2,1,5.96346029893677,Republican,Fraudulent,None,serious,0.166666666666667,Fraudulent,Fraudulent-None,0,1
2130,1,__NA__,2,6,6,5,2,6,6,7,0,1,25,3,3,2,2,,,3,1,3,3,3,4,2,2,2,0.534160846323667,Democrat,Fraudulent,None,serious,0.333333333333333,Uncounted,Fraudulent-None,0,1
2131,1,__NA__,1,6,5,7,1,2,6,7,0,2,2,1,2,2,2,6,,,1,2,4,1,4,1,1,1,0.310857300064811,Democrat,Uncounted,Trump,serious,0.833333333333333,Uncounted,Uncounted-Trump,0,0
2132,2,__NA__,7,7,7,7,2,7,7,7,40,50,10,3,1,1,1,,,7,2,3,1,5,4,1,4,2,0.389035063446562,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
2133,2,__NA__,6,5,7,4,1,5,5,5,2,10,0,1,3,2,2,7,,,1,4,4,3,4,2,3,1,0.937527775433058,Republican,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
2134,1,__NA__,2,5,5,5,2,5,5,5,0,0,2,2,2,1,1,,4,,2,4,4,2,4,2,2,2,2.66754502982654,Democrat,Forgone,Trump,wrong,0.5,Fraudulent,Forgone-Trump,0,0
2135,4,conservative leaning libertarian,5,6,6,6,1,2,2,2,0,0,0,1,3,1,1,2,,,2,4,4,6,4,2,1,1,0.0510180093723465,Republican,Uncounted,None,wrong,0.166666666666667,Fraudulent,Uncounted-None,0,0
2136,2,__NA__,6,6,3,7,2,1,7,7,30,40,30,3,1,1,1,,,7,2,5,5,3,3,1,4,1,0.396450913235422,Republican,Fraudulent,Biden,wrong,1,Fraudulent,Fraudulent-Biden,0,1
2137,2,__NA__,6,3,3,2,1,5,2,4,3,1,0,1,1,1,1,5,,,2,4,2,3,9,1,9,1,6.43622365857457,Republican,Uncounted,Biden,wrong,0.666666666666667,Fraudulent,Uncounted-Biden,0,0
2138,2,__NA__,7,4,4,4,1,7,7,7,75,50,0,1,2,1,1,7,,,1,2,1,5,5,1,4,4,0.887589639489766,Republican,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,1,1
2139,2,__NA__,6,7,7,7,1,7,7,7,0,0,0,1,2,1,1,7,,,2,2,2,4,1,2,4,2,0.796161890391369,Republican,Uncounted,Trump,wrong,1,Fraudulent,Uncounted-Trump,1,1
2140,1,__NA__,1,5,4,6,1,1,1,1,25,100,75,1,2,2,2,4,,,2,4,4,1,4,2,1,3,3.52472178909431,Democrat,Uncounted,Trump,serious,0.5,Fraudulent,Uncounted-Trump,0,0
2141,2,__NA__,6,6,6,6,1,6,6,6,50,20,10,3,2,1,1,,,6,1,3,1,4,2,2,4,1,0.638203009316133,Republican,Fraudulent,Trump,wrong,0.833333333333333,Uncounted,Fraudulent-Trump,1,0
2142,1,__NA__,1,5,6,4,1,2,3,5,1,1,1,1,3,2,2,5,,,2,3,3,2,2,1,1,1,0.235199999285511,Democrat,Uncounted,None,serious,0.666666666666667,Fraudulent,Uncounted-None,0,0
2143,1,__NA__,2,7,5,7,2,7,7,7,2,0,0,2,1,2,2,,5,,1,3,4,2,9,1,3,1,2.47219923211931,Democrat,Forgone,Biden,serious,0.666666666666667,Uncounted,Forgone-Biden,1,1
2144,3,__NA__,5,7,7,7,1,7,7,7,54,36,25,2,2,1,1,,7,,2,4,1,4,1,2,3,2,3.18875026982731,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
2145,1,__NA__,1,7,5,7,2,7,7,7,0,8,3,1,1,2,2,7,,,1,1,2,2,2,1,2,1,0.254584842469432,Democrat,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,1,1
2146,2,__NA__,7,7,1,6,2,7,7,7,100,50,50,3,1,1,1,,,6,2,4,1,5,4,1,4,3,0.787386944706177,Republican,Fraudulent,Biden,wrong,0.833333333333333,Fraudulent,Fraudulent-Biden,0,1
2147,2,__NA__,7,6,6,5,1,5,5,5,38,0,0,1,2,2,2,6,,,1,5,2,4,5,1,3,2,0.557144758482516,Republican,Uncounted,Trump,serious,0.833333333333333,Uncounted,Uncounted-Trump,1,1
2148,3,__NA__,3,7,5,7,2,5,7,7,1,10,20,2,3,2,2,,5,,1,4,4,3,4,1,3,1,0.112964281487167,Democrat,Forgone,None,serious,0.666666666666667,Uncounted,Forgone-None,0,0
2149,1,__NA__,1,6,4,6,2,6,6,6,0,0,27,1,3,1,1,2,,,1,2,4,2,4,2,1,1,6.43622365857457,Democrat,Uncounted,None,wrong,0.166666666666667,Uncounted,Uncounted-None,0,0
2150,1,__NA__,2,6,6,6,2,6,6,6,0,0,0,2,3,2,2,,6,,1,4,4,1,2,2,1,1,0.297880681175177,Democrat,Forgone,None,serious,0.833333333333333,Uncounted,Forgone-None,0,0
2151,2,__NA__,6,6,7,4,1,7,5,4,25,10,1,1,2,1,1,,,,2,2,1,3,2,2,3,1,0.449662004707005,Republican,Uncounted,Trump,wrong,,Fraudulent,Uncounted-Trump,1,1
2152,2,__NA__,7,7,7,7,1,7,5,5,0,0,0,1,2,2,2,7,,,2,5,5,3,9,1,2,2,2.87793851192321,Republican,Uncounted,Trump,serious,1,Fraudulent,Uncounted-Trump,1,1
2153,1,__NA__,1,4,2,5,2,4,5,3,0,0,0,3,2,1,1,,,7,2,4,4,1,4,2,1,4,3.58767225399481,Democrat,Fraudulent,Trump,wrong,1,Fraudulent,Fraudulent-Trump,0,1
2154,1,__NA__,1,7,7,7,1,7,7,7,0,0,3,1,1,2,2,7,,,1,4,4,1,1,1,1,1,0.457017572635188,Democrat,Uncounted,Biden,serious,1,Uncounted,Uncounted-Biden,1,1
2155,2,__NA__,7,7,7,7,2,7,7,7,100,100,100,2,1,1,1,,7,,2,,1,5,5,2,4,4,0.984369090502259,Republican,Forgone,Biden,wrong,1,Fraudulent,Forgone-Biden,0,0
2156,2,__NA__,7,6,6,6,2,6,6,6,20,80,20,1,1,1,1,6,,,2,4,4,2,1,1,1,1,1.13387052342797,Republican,Uncounted,Biden,wrong,0.833333333333333,Fraudulent,Uncounted-Biden,0,0
2157,2,__NA__,7,6,7,6,2,5,5,5,25,0,0,2,2,1,1,,6,,1,4,2,5,4,1,4,2,0.980537522865427,Republican,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,1,1
2158,3,__NA__,5,7,7,7,1,7,7,7,3,3,0,2,2,1,1,,7,,2,4,1,5,9,2,4,4,0.689496757804102,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
2159,1,__NA__,2,6,3,6,1,4,6,7,20,10,30,1,2,2,2,4,,,1,3,4,4,3,1,2,2,4.34648162299535,Democrat,Uncounted,Trump,serious,0.5,Uncounted,Uncounted-Trump,0,0
2160,3,__NA__,3,6,6,6,2,6,6,6,0,1,2,1,1,1,1,6,,,1,5,4,2,2,2,1,1,0.922647141386559,Democrat,Uncounted,Biden,wrong,0.833333333333333,Uncounted,Uncounted-Biden,1,1
2161,3,__NA__,3,7,6,5,2,3,6,7,0,3,3,3,3,1,1,,,5,1,2,4,2,4,2,1,1,0.417800972075843,Democrat,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
2162,3,__NA__,5,7,7,5,1,6,6,6,1,1,0,2,2,1,1,,5,,1,4,4,2,2,2,1,1,0.327159847683614,Republican,Forgone,Trump,wrong,0.666666666666667,Uncounted,Forgone-Trump,1,1
2163,3,__NA__,3,7,5,7,1,5,7,7,0,10,10,2,1,1,1,,5,,1,2,4,1,2,2,1,1,0.376690167582692,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
2164,2,__NA__,7,3,5,3,2,5,5,7,1,1,0,2,2,2,2,,5,,1,4,2,5,5,1,4,1,0.340821981920725,Republican,Forgone,Trump,serious,0.666666666666667,Uncounted,Forgone-Trump,1,1
2165,1,__NA__,1,7,7,7,1,7,7,7,0,25,50,1,2,1,1,7,,,1,1,4,6,5,1,1,1,0.272070093611722,Democrat,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,0,0
2166,3,__NA__,3,6,5,5,2,2,2,6,0,0,2,2,2,2,2,,1,,1,4,4,1,1,2,1,1,0.393102555574431,Democrat,Forgone,Trump,serious,0,Uncounted,Forgone-Trump,0,0
2167,2,__NA__,7,7,7,7,1,7,7,7,75,75,30,3,1,1,1,,,7,1,3,1,5,4,1,4,2,0.37143432418624,Republican,Fraudulent,Biden,wrong,1,Uncounted,Fraudulent-Biden,0,1
2168,2,__NA__,7,7,7,5,2,7,5,7,20,20,20,2,3,2,2,,5,,2,4,2,4,3,1,3,2,3.29760132284052,Republican,Forgone,None,serious,0.666666666666667,Fraudulent,Forgone-None,0,0
2169,1,__NA__,1,6,3,1,2,4,4,7,0,10,30,1,1,2,2,2,,,1,4,4,4,5,1,1,1,0.35830303707115,Democrat,Uncounted,Biden,serious,0.166666666666667,Uncounted,Uncounted-Biden,1,1
2170,3,__NA__,3,6,6,5,2,5,5,6,0,0,1,2,1,2,2,,2,,1,4,4,2,2,2,1,1,0.356483050344685,Democrat,Forgone,Biden,serious,0.166666666666667,Uncounted,Forgone-Biden,1,1
2171,1,__NA__,1,7,7,7,1,2,2,2,0,0,1,3,1,2,2,,,7,1,4,4,1,3,2,1,1,0.269881034465815,Democrat,Fraudulent,Biden,serious,1,Uncounted,Fraudulent-Biden,1,0
2172,1,__NA__,2,7,7,6,1,6,6,7,100,0,50,2,1,1,1,,6,,1,5,5,6,9,1,9,9,0.414274484129302,Democrat,Forgone,Biden,wrong,0.833333333333333,Uncounted,Forgone-Biden,1,1
2173,1,__NA__,1,7,7,7,2,7,7,7,2,5,20,1,2,1,1,6,,,1,4,4,1,9,1,1,1,0.850233732555816,Democrat,Uncounted,Trump,wrong,0.833333333333333,Uncounted,Uncounted-Trump,0,0
2174,1,__NA__,1,6,6,7,1,5,5,7,0,1,2,3,1,2,2,,,4,1,4,4,1,3,2,1,1,0.236400788148685,Democrat,Fraudulent,Biden,serious,0.5,Uncounted,Fraudulent-Biden,1,0
2175,1,__NA__,2,4,7,5,2,5,5,6,0,0,1,2,2,1,1,,5,,2,4,4,2,1,1,1,1,1.50499938529977,Democrat,Forgone,Trump,wrong,0.666666666666667,Fraudulent,Forgone-Trump,0,0
2176,1,__NA__,1,6,7,5,2,7,7,7,1,5,10,3,1,1,1,,,7,1,5,4,3,4,1,1,2,0.683976808265883,Democrat,Fraudulent,Biden,wrong,1,Uncounted,Fraudulent-Biden,1,0
2177,3,__NA__,5,5,7,1,2,,5,3,15,25,0,3,2,2,2,,,6,2,4,1,5,4,1,4,2,0.339051007056646,Republican,Fraudulent,Trump,serious,0.833333333333333,Fraudulent,Fraudulent-Trump,1,0
2178,2,__NA__,6,5,5,3,2,5,5,5,5,10,1,3,3,1,1,,,5,1,4,2,6,3,2,2,2,0.741375045738758,Republican,Fraudulent,None,wrong,0.666666666666667,Uncounted,Fraudulent-None,0,1
2179,2,__NA__,7,7,7,7,1,7,7,7,70,60,0,1,3,1,1,7,,,2,4,1,5,9,2,4,3,0.48483899531832,Republican,Uncounted,None,wrong,1,Fraudulent,Uncounted-None,0,0
2180,1,__NA__,2,6,5,6,2,6,6,5,20,25,5,3,1,1,1,,,6,1,3,2,6,4,2,2,2,6.43622365857457,Democrat,Fraudulent,Biden,wrong,0.833333333333333,Uncounted,Fraudulent-Biden,1,0
2181,3,__NA__,3,7,4,1,1,6,4,5,7,5,10,2,3,1,1,,1,,2,2,2,2,2,2,2,2,3.30921401325034,Democrat,Forgone,None,wrong,0,Fraudulent,Forgone-None,0,0
2182,3,__NA__,3,7,5,7,1,6,5,5,1,2,2,3,2,2,2,,,4,1,5,4,3,9,2,1,1,3.04706084661013,Democrat,Fraudulent,Trump,serious,0.5,Uncounted,Fraudulent-Trump,0,1
2183,3,__NA__,3,7,7,7,1,7,7,7,0,0,10,3,1,1,1,,,7,1,4,4,3,2,1,1,1,0.266811530290165,Democrat,Fraudulent,Biden,wrong,1,Uncounted,Fraudulent-Biden,1,0
2184,2,__NA__,7,7,7,7,2,7,7,7,5,5,1,2,2,2,2,,7,,2,2,3,3,4,2,4,3,0.608456064194128,Republican,Forgone,Trump,serious,1,Fraudulent,Forgone-Trump,1,1
2185,1,__NA__,2,6,7,6,2,5,2,7,3,15,0,2,2,2,2,,6,,2,4,4,6,4,1,2,1,0.597960864031022,Democrat,Forgone,Trump,serious,0.833333333333333,Fraudulent,Forgone-Trump,0,0
2186,2,__NA__,7,,7,7,2,5,5,5,5,10,0,2,1,1,1,,1,,2,5,5,6,9,1,9,9,0.787386944706177,Republican,Forgone,Biden,wrong,0,Fraudulent,Forgone-Biden,0,0
2187,4,no party,5,5,5,5,2,5,5,5,10,5,0,1,2,1,1,5,,,1,5,5,6,4,2,9,9,0.263658648094892,Republican,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,1,1
2188,2,__NA__,6,7,7,7,2,7,7,7,25,30,20,1,2,1,1,7,,,1,4,4,6,4,1,2,2,0.301591572789759,Republican,Uncounted,Trump,wrong,1,Uncounted,Uncounted-Trump,1,1
2189,1,__NA__,1,7,7,7,1,5,5,7,0,0,1,3,2,1,1,,,5,1,4,4,2,5,2,1,1,0.525641009540361,Democrat,Fraudulent,Trump,wrong,0.666666666666667,Uncounted,Fraudulent-Trump,0,1
2190,3,__NA__,3,6,7,6,1,6,5,6,0,0,2,2,1,2,2,,7,,1,4,1,1,4,2,1,1,0.205673686944117,Democrat,Forgone,Biden,serious,1,Uncounted,Forgone-Biden,1,1
2191,5,__NA__,3,7,3,7,2,7,7,7,0,100,100,2,3,1,1,,7,,1,5,5,6,5,2,9,9,0.746071106266832,Democrat,Forgone,None,wrong,1,Uncounted,Forgone-None,0,0
2192,2,__NA__,7,6,6,6,2,7,5,5,25,15,0,1,1,2,2,5,,,1,4,1,4,2,1,4,1,0.4514191127672,Republican,Uncounted,Biden,serious,0.666666666666667,Uncounted,Uncounted-Biden,0,0
2193,2,__NA__,6,5,7,5,1,7,3,5,50,20,0,1,3,1,1,5,,,1,5,5,3,5,2,1,1,0.41262939767236,Republican,Uncounted,None,wrong,0.666666666666667,Uncounted,Uncounted-None,0,0
2194,1,__NA__,1,6,6,6,1,5,6,6,1,0,3,2,2,2,2,,6,,1,4,4,2,2,1,1,1,0.269881034465815,Democrat,Forgone,Trump,serious,0.833333333333333,Uncounted,Forgone-Trump,0,0
2195,1,__NA__,1,7,6,6,1,5,6,6,1,2,5,2,1,1,1,,5,,1,4,4,2,4,2,1,1,0.232662708232457,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
2196,1,__NA__,1,5,6,5,2,5,6,6,0,0,1,1,3,2,2,6,,,1,3,4,2,2,2,1,1,0.253291688390022,Democrat,Uncounted,None,serious,0.833333333333333,Uncounted,Uncounted-None,0,0
2197,1,__NA__,2,5,5,4,1,5,5,5,5,5,5,2,2,2,2,,5,,2,5,5,6,9,2,9,9,3.37267883556682,Democrat,Forgone,Trump,serious,0.666666666666667,Fraudulent,Forgone-Trump,0,0
2198,3,__NA__,5,5,5,6,1,7,7,6,3,0,0,3,2,1,1,,,7,1,4,1,5,3,2,4,1,0.270286374588388,Republican,Fraudulent,Trump,wrong,1,Uncounted,Fraudulent-Trump,1,0
2199,1,__NA__,1,5,5,5,2,4,5,5,20,2,30,3,2,1,1,,,5,1,4,4,2,2,1,1,1,0.335073724440875,Democrat,Fraudulent,Trump,wrong,0.666666666666667,Uncounted,Fraudulent-Trump,0,1
2200,2,__NA__,7,3,7,2,1,7,7,7,10,2,0,2,1,2,2,,6,,1,4,1,3,4,2,2,1,0.436104648219086,Republican,Forgone,Biden,serious,0.833333333333333,Uncounted,Forgone-Biden,0,0
2201,2,__NA__,6,7,7,7,1,7,7,7,50,50,30,2,1,1,1,,6,,2,5,5,3,3,2,2,2,2.29418322311764,Republican,Forgone,Biden,wrong,0.833333333333333,Fraudulent,Forgone-Biden,0,0
2202,1,__NA__,2,7,6,7,2,7,7,7,25,75,50,1,3,2,2,7,,,1,1,3,,2,1,9,2,0.78836038868465,Democrat,Uncounted,None,serious,1,Uncounted,Uncounted-None,0,0
2203,1,__NA__,2,7,6,7,2,7,7,7,0,3,1,3,3,2,2,,,6,1,4,3,2,3,2,1,1,0.529863021191518,Democrat,Fraudulent,None,serious,0.833333333333333,Uncounted,Fraudulent-None,0,1
2204,3,__NA__,5,6,6,4,1,5,5,7,1,1,1,1,2,1,1,5,,,1,4,3,3,2,2,2,1,0.0459009191443894,Republican,Uncounted,Trump,wrong,0.666666666666667,Uncounted,Uncounted-Trump,1,1
2205,2,__NA__,7,7,7,7,1,7,7,7,,,0,2,2,1,1,,7,,2,4,2,3,4,2,3,2,0.390555264483173,Republican,Forgone,Trump,wrong,1,Fraudulent,Forgone-Trump,1,1
2206,3,__NA__,5,5,7,5,1,5,5,5,25,25,0,3,1,2,2,,,7,2,4,1,4,3,2,3,1,0.355117234603678,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
2207,2,__NA__,7,7,7,6,2,7,7,7,100,0,0,1,2,2,2,7,,,1,5,5,4,4,2,3,2,0.396450913235422,Republican,Uncounted,Trump,serious,1,Uncounted,Uncounted-Trump,1,1
2208,2,__NA__,7,6,5,5,1,7,7,7,20,10,4,3,3,1,1,,,7,2,4,1,3,3,1,2,2,0.900332823493304,Republican,Fraudulent,None,wrong,1,Fraudulent,Fraudulent-None,0,1
2209,3,__NA__,3,6,5,6,1,5,5,6,0,100,5,2,2,1,1,,5,,1,4,4,2,2,2,1,1,0.327485832718618,Democrat,Forgone,Trump,wrong,0.666666666666667,Uncounted,Forgone-Trump,0,0
2210,1,__NA__,1,2,7,5,2,6,7,4,75,25,100,2,2,1,1,,7,,1,1,1,2,1,1,1,1,1.45774874679785,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
2211,1,__NA__,1,6,7,6,1,1,2,7,0,0,12,2,2,1,1,,7,,1,4,4,2,4,2,1,1,0.726389633648738,Democrat,Forgone,Trump,wrong,1,Uncounted,Forgone-Trump,0,0
2212,1,__NA__,1,6,6,6,2,6,6,6,0,0,0,2,2,2,2,,6,,1,4,4,1,4,2,1,4,0.234549882076947,Democrat,Forgone,Trump,serious,0.833333333333333,Uncounted,Forgone-Trump,0,0
2213,3,__NA__,3,7,6,7,2,7,7,7,0,0,15,3,1,2,2,,,6,1,3,4,1,4,1,1,1,0.514973807133781,Democrat,Fraudulent,Biden,serious,0.833333333333333,Uncounted,Fraudulent-Biden,1,0
2214,3,__NA__,5,5,7,5,1,7,7,7,5,5,0,3,1,2,2,,,7,2,4,2,3,5,2,2,2,0.397053883793575,Republican,Fraudulent,Biden,serious,1,Fraudulent,Fraudulent-Biden,0,1
2215,1,__NA__,2,4,4,4,1,4,4,4,1,0,0,2,3,2,2,,4,,1,4,2,1,2,1,2,2,3.29268984334143,Democrat,Forgone,None,serious,0.5,Uncounted,Forgone-None,0,0
2216,2,__NA__,7,3,6,3,2,7,6,7,50,50,40,2,1,1,1,,5,,1,5,2,4,4,1,9,3,0.390555264483173,Republican,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,0,0
2217,2,__NA__,7,7,7,7,2,7,7,7,15,20,0,3,3,1,1,,,7,1,4,1,6,3,2,3,1,0.449662004707005,Republican,Fraudulent,None,wrong,1,Uncounted,Fraudulent-None,0,1
2218,3,__NA__,5,6,6,5,2,6,5,7,0,1,0,1,2,1,1,6,,,1,4,4,3,9,1,1,1,0.347023110418623,Republican,Uncounted,Trump,wrong,0.833333333333333,Uncounted,Uncounted-Trump,1,1
2219,3,__NA__,5,5,5,5,1,5,5,7,2,2,10,2,2,1,1,,3,,1,3,4,2,3,2,2,1,0.0891289124721938,Republican,Forgone,Trump,wrong,0.333333333333333,Uncounted,Forgone-Trump,1,1
2220,2,__NA__,7,7,7,5,2,7,7,6,2,0,0,1,1,1,1,6,,,2,4,2,4,4,2,3,2,0.519625061118068,Republican,Uncounted,Biden,wrong,0.833333333333333,Fraudulent,Uncounted-Biden,0,0
2221,5,__NA__,5,6,7,6,1,4,3,5,25,30,25,2,2,1,1,,6,,1,3,1,5,4,2,4,4,1.99448067674965,Republican,Forgone,Trump,wrong,0.833333333333333,Uncounted,Forgone-Trump,1,1
2222,1,__NA__,1,7,2,7,2,4,7,7,0,1,10,2,1,1,1,,7,,1,4,4,1,5,2,1,1,3.26531551211718,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
2223,2,__NA__,7,7,7,,2,7,7,7,40,30,0,2,1,2,2,,7,,2,4,1,5,3,1,4,3,0.449662004707005,Republican,Forgone,Biden,serious,1,Fraudulent,Forgone-Biden,0,0
2224,2,__NA__,6,7,5,7,2,2,5,3,0,5,0,1,3,1,1,5,,,2,4,1,2,4,1,4,1,1.07969226960091,Republican,Uncounted,None,wrong,0.666666666666667,Fraudulent,Uncounted-None,0,0
2225,1,__NA__,1,7,7,7,1,1,7,7,5,30,40,2,1,1,1,,7,,1,4,4,1,5,2,4,4,0.20605238314627,Democrat,Forgone,Biden,wrong,1,Uncounted,Forgone-Biden,1,1
2226,1,__NA__,1,6,6,5,2,5,5,7,1,1,1,3,1,1,1,,,5,1,3,3,2,4,1,2,2,0.498641332963607,Democrat,Fraudulent,Biden,wrong,0.666666666666667,Uncounted,Fraudulent-Biden,1,0
2227,1,__NA__,1,5,3,4,1,3,4,5,75,25,70,3,2,2,2,,,4,1,2,1,2,2,1,2,2,1.83495094991978,Democrat,Fraudulent,Trump,serious,0.5,Uncounted,Fraudulent-Trump,0,1
2228,4,Democratic Socialist,3,6,5,6,2,3,4,4,0.01,1,1,2,1,1,1,,5,,1,4,4,3,1,2,2,1,0.696161158723732,Democrat,Forgone,Biden,wrong,0.666666666666667,Uncounted,Forgone-Biden,1,1
2229,3,__NA__,3,6,1,6,1,6,6,7,1,4,4,1,2,2,2,6,,,1,4,4,1,9,2,2,1,0.718262872351005,Democrat,Uncounted,Trump,serious,0.833333333333333,Uncounted,Uncounted-Trump,0,0
